airport_id,month,tavg,prcp,wspd,pres
DRO,7,23.74,0.08,10.58,1014.36
DRO,8,21.46,1.01,10.27,1016.73
DRO,9,16.08,1.02,8.32,1017.06
DRO,10,10.41,0.58,9.45,1016.95
DRO,11,2.38,0.66,6.94,1022.6
DRO,12,-1.06,1.19,7.18,1024.22
DRT,1,14.96,0.12,11.85,1017.75
DRT,2,15.73,0.06,12.89,1018.12
DRT,3,20.25,1.52,14.14,1014.22
DRT,4,23.25,1.0,14.61,1012.97
DRT,5,26.05,4.12,14.46,1012.24
DRT,6,32.03,0.09,14.35,1008.49
DRT,7,32.96,1.36,16.5,1013.01
DRT,8,33.68,1.51,14.6,1012.13
DRT,9,31.31,0.07,13.88,1012.59
DRT,10,24.19,2.47,14.15,1014.88
DRT,11,16.52,0.84,11.21,1019.37
DRT,12,14.28,0.57,10.52,1020.08
DSM,1,-2.93,1.35,15.82,1017.55
DSM,2,-0.64,1.82,17.41,1016.63
DSM,3,2.92,1.09,18.35,1017.48
DSM,4,11.21,2.15,21.21,1014.07
DSM,5,18.84,2.75,14.69,1015.93
DSM,6,23.4,2.71,12.05,1011.75
DSM,7,24.31,1.9,10.78,1013.81
DSM,8,24.45,1.97,12.14,1014.2
DSM,9,21.06,2.06,12.69,1015.85
DSM,10,13.19,1.56,15.84,1015.8
DSM,11,5.92,0.22,14.71,1019.48
DSM,12,2.95,1.26,14.4,1018.01
DTW,1,0.34,2.37,13.31,1015.95
DTW,2,0.29,2.84,18.55,1016.43
DTW,3,2.6,3.03,17.15,1017.02
DTW,4,9.6,3.35,14.52,1014.95
DTW,5,15.01,1.2,11.48,1017.54
DTW,6,19.84,2.5,10.98,1011.66
DTW,7,22.4,5.24,9.3,1012.89
DTW,8,20.49,7.22,11.15,1014.12
DTW,9,18.26,1.19,8.78,1018.64
DTW,10,11.99,2.09,13.74,1015.15
DTW,11,4.3,1.0,14.18,1019.24
DTW,12,4.17,2.12,12.82,1018.17
DVL,1,-12.66,0.17,14.13,1017.54
DVL,2,-11.91,0.31,19.41,1016.54
DVL,3,-10.67,1.35,20.02,1021.35
DVL,4,0.15,1.6,20.37,1015.66
DVL,5,15.97,1.09,17.83,1016.84
DVL,6,21.26,2.94,14.16,1013.64
DVL,7,19.62,1.25,13.96,1014.98
DVL,8,20.09,1.83,14.12,1015.45
DVL,9,16.7,2.65,14.38,1015.87
DVL,10,6.4,1.99,18.46,1017.58
DVL,11,-0.73,0.21,19.21,1016.23
DVL,12,-3.83,0.55,17.11,1015.94
EAT,1,-1.29,1.56,5.41,1019.53
EAT,2,0.19,0.61,8.65,1016.76
EAT,3,4.19,0.76,10.6,1013.11
EAT,4,9.19,0.84,13.07,1015.18
EAT,5,18.9,0.19,16.07,1012.61
EAT,6,20.97,0.34,16.94,1012.37
EAT,7,25.2,0.07,15.55,1013.11
EAT,8,24.07,0.35,14.58,1013.3
EAT,9,17.98,0.28,13.15,1013.82
EAT,10,11.22,0.58,8.48,1017.67
EAT,11,2.84,1.26,6.94,1021.2
EAT,12,1.34,1.72,5.47,1020.52
EAU,1,-5.52,1.79,10.73,1016.59
EAU,2,-5.58,1.94,11.81,1015.76
EAU,3,-1.31,2.58,12.8,1018.07
EAU,4,7.39,3.15,16.02,1012.82
EAU,5,16.25,1.67,10.88,1017.15
EAU,6,21.6,1.5,9.75,1012.41
EAU,7,21.26,4.11,9.01,1013.08
EAU,8,21.63,2.46,10.0,1014.09
EAU,9,18.86,3.32,11.6,1016.29
EAU,10,9.98,3.83,11.9,1015.07
EAU,11,2.14,0.27,11.08,1017.87
EAU,12,0.74,1.34,10.29,1017.52
ECP,1,14.33,3.36,10.35,1020.98
ECP,2,17.2,1.8,12.79,1021.06
ECP,3,18.38,2.57,13.17,1019.02
ECP,4,20.71,6.05,12.4,1016.63
ECP,5,23.38,3.82,9.06,1016.04
ECP,6,26.63,7.21,10.64,1012.61
ECP,7,28.36,9.3,7.55,1016.93
ECP,8,29.46,2.88,8.66,1014.79
ECP,9,25.75,4.41,7.92,1015.95
ECP,10,20.65,2.41,9.64,1016.77
ECP,11,15.35,3.73,10.38,1020.33
ECP,12,12.99,6.07,11.68,1021.61
EGE,1,-4.36,1.64,7.0,1008.49
EGE,2,-5.74,1.22,8.41,1009.24
EGE,3,-0.66,3.2,10.06,1006.43
EGE,4,5.13,1.12,12.1,1008.9
EGE,5,12.71,1.64,8.35,1010.71
EGE,6,15.27,2.1,9.74,1011.18
EGE,7,21.56,0.91,9.36,1015.15
EGE,8,19.66,1.45,8.55,1016.13
EGE,9,14.41,0.86,8.09,1014.0
EGE,10,7.41,1.91,7.27,1012.67
EGE,11,0.55,0.69,5.88,1013.53
EGE,12,-4.67,1.28,5.29,1014.04
EKO,1,-3.87,1.77,9.4,1020.89
EKO,2,-5.11,1.19,10.74,1020.9
EKO,3,-1.19,1.85,10.99,1015.35
EKO,4,7.31,0.28,11.18,1016.03
EKO,5,14.1,1.68,9.79,1012.58
EKO,6,16.57,1.24,9.89,1012.32
EKO,7,24.66,0.02,8.84,1013.39
EKO,8,21.68,1.09,7.99,1014.71
EKO,9,16.06,0.73,8.53,1014.6
EKO,10,9.23,0.45,7.24,1018.4
EKO,11,2.18,1.08,6.97,1022.26
EKO,12,-0.0,1.01,7.37,1023.52
ELM,1,1.16,2.64,8.6,1015.48
ELM,2,0.66,1.66,10.72,1016.52
ELM,3,2.42,2.35,10.99,1015.95
ELM,4,10.91,3.01,10.22,1015.57
ELM,5,13.32,0.91,8.36,1017.17
ELM,6,18.8,3.6,8.11,1011.08
ELM,7,22.67,3.13,6.94,1012.69
ELM,8,20.29,4.43,7.55,1013.38
ELM,9,17.33,2.04,6.35,1018.84
ELM,10,12.25,2.17,7.32,1014.4
ELM,11,3.88,1.11,8.0,1019.46
ELM,12,3.7,3.63,6.7,1018.86
ELP,1,8.96,0.19,12.94,1016.19
ELP,2,9.7,0.38,14.68,1015.7
ELP,3,15.48,0.05,18.05,1011.43
ELP,4,20.37,0.0,17.07,1009.36
ELP,5,25.84,0.09,14.26,1007.79
ELP,6,30.84,0.03,15.87,1006.21
ELP,7,33.28,0.25,12.57,1008.69
ELP,8,30.61,1.18,13.21,1010.53
ELP,9,28.68,0.8,11.06,1009.86
ELP,10,21.78,0.29,11.53,1011.28
ELP,11,14.42,0.23,11.54,1015.99
ELP,12,9.73,0.16,10.62,1017.96
ERI,1,1.27,4.69,14.37,1016.04
ERI,2,1.16,2.84,17.94,1016.85
ERI,3,2.35,3.84,16.4,1016.93
ERI,4,9.82,2.43,14.87,1015.74
ERI,5,13.69,1.37,12.83,1017.56
ERI,6,18.66,4.64,11.73,1011.46
ERI,7,22.29,3.67,10.68,1013.14
ERI,8,20.8,2.19,12.59,1013.83
ERI,9,18.67,1.59,11.59,1018.76
ERI,10,13.52,3.53,14.98,1014.78
ERI,11,6.18,1.77,17.49,1019.3
ERI,12,5.3,2.67,14.82,1018.57
ESC,1,-3.64,1.13,12.26,1016.24
ESC,2,-4.7,0.84,14.16,1015.34
ESC,3,-1.87,1.05,12.42,1018.52
ESC,4,4.44,3.18,13.14,1013.69
ESC,5,11.15,1.85,11.12,1018.9
ESC,6,16.58,1.22,9.3,1013.8
ESC,7,18.94,4.07,8.79,1012.9
ESC,8,18.06,2.15,10.19,1014.78
ESC,9,16.32,0.79,10.69,1018.63
ESC,10,8.83,1.71,11.92,1015.01
ESC,11,1.76,0.94,12.55,1017.28
ESC,12,0.44,0.69,9.99,1018.07
EUG,1,5.35,2.32,10.75,1017.03
EUG,2,4.19,1.8,11.92,1018.79
EUG,3,5.81,3.69,12.32,1014.48
EUG,4,9.99,3.98,12.29,1018.67
EUG,5,15.8,0.28,9.71,1016.06
EUG,6,17.73,0.12,11.66,1016.84
EUG,7,21.57,0.01,10.58,1017.11
EUG,8,22.34,0.21,9.68,1015.89
EUG,9,17.26,1.41,9.78,1016.07
EUG,10,12.42,2.25,8.64,1017.43
EUG,11,8.1,2.88,8.28,1019.85
EUG,12,7.91,5.26,9.07,1017.64
EVV,1,5.21,4.51,11.64,1017.75
EVV,2,7.04,2.59,13.02,1018.59
EVV,3,8.24,7.02,13.03,1018.11
EVV,4,14.22,2.35,11.95,1016.28
EVV,5,19.48,2.94,9.39,1016.33
EVV,6,23.56,2.62,9.45,1011.27
EVV,7,26.3,2.88,9.32,1014.21
EVV,8,24.8,4.08,8.46,1014.55
EVV,9,21.77,0.85,6.39,1017.31
EVV,10,15.66,2.48,10.04,1016.73
EVV,11,9.04,0.64,9.21,1021.0
EVV,12,6.42,1.6,10.1,1020.4
EWN,1,10.57,3.36,9.72,1018.56
EWN,2,12.54,3.35,11.62,1019.63
EWN,3,13.43,2.07,12.43,1017.49
EWN,4,17.92,5.68,12.16,1017.46
EWN,5,19.27,4.25,13.12,1016.34
EWN,6,23.62,3.05,9.89,1011.55
EWN,7,27.32,3.09,8.39,1014.99
EWN,8,26.76,4.48,9.66,1014.32
EWN,9,23.33,5.01,10.12,1016.3
EWN,10,17.58,0.87,8.52,1016.18
EWN,11,12.0,1.82,9.59,1020.83
EWN,12,9.54,5.66,8.27,1021.04
EWR,1,5.41,3.84,12.04,1015.55
EWR,2,4.17,1.2,13.11,1017.8
EWR,3,6.44,2.81,13.96,1015.39
EWR,4,13.74,5.72,11.59,1016.63
EWR,5,16.87,1.52,9.72,1016.74
EWR,6,20.71,3.82,9.98,1011.21
EWR,7,25.77,6.47,8.42,1012.96
EWR,8,23.78,4.67,9.54,1013.49
EWR,9,20.66,8.6,10.43,1017.66
EWR,10,15.33,2.99,8.26,1014.42
EWR,11,7.46,2.43,9.15,1020.3
EWR,12,6.12,6.5,9.51,1019.96
EYW,1,24.44,0.11,18.32,1019.62
EYW,2,25.94,0.23,17.91,1019.89
EYW,3,25.91,0.86,19.12,1017.44
EYW,4,26.52,2.77,16.98,1014.9
EYW,5,27.47,1.01,13.05,1014.09
EYW,6,29.4,3.91,12.84,1013.02
EYW,7,31.3,1.77,11.97,1016.76
EYW,8,31.41,3.59,15.25,1013.91
EYW,9,30.21,3.41,12.7,1013.59
EYW,10,27.91,1.85,17.47,1012.91
EYW,11,25.99,1.42,18.75,1015.41
EYW,12,23.22,5.62,19.99,1017.72
FAI,1,-17.5,0.54,3.65,1006.68
FAI,2,-16.85,0.94,4.3,1008.97
FAI,3,-10.9,0.3,6.42,1016.44
FAI,4,-5.16,0.44,10.13,1011.1
FAI,5,11.17,0.23,9.63,1009.44
FAI,6,15.91,1.41,8.17,1009.36
FAI,7,19.64,0.58,6.85,1013.98
FAI,8,16.17,1.5,6.48,1010.06
FAI,9,7.0,0.78,6.94,1005.41
FAI,10,-2.57,0.91,6.82,1014.13
FAI,11,-8.58,0.49,5.57,1004.09
FAI,12,-19.99,0.79,3.03,1000.29
FAR,1,-11.55,0.19,15.88,1018.3
FAR,2,-11.42,0.33,19.14,1016.71
FAR,3,-8.25,1.47,18.87,1020.58
FAR,4,2.76,1.26,19.86,1014.61
FAR,5,18.44,2.11,17.78,1015.31
FAR,6,23.61,3.18,14.55,1011.34
FAR,7,21.55,0.78,12.99,1013.23
FAR,8,21.94,3.28,13.62,1013.55
FAR,9,19.19,1.88,13.59,1014.42
FAR,10,9.75,1.5,17.64,1015.92
FAR,11,1.18,0.17,16.53,1017.25
FAR,12,-0.37,2.46,18.7,1017.01
FAT,1,9.65,3.24,9.1,1018.54
FAT,2,9.08,3.86,9.4,1018.87
FAT,3,11.57,3.28,12.06,1016.86
FAT,4,17.54,0.0,12.05,1016.39
FAT,5,21.35,0.29,13.58,1012.57
FAT,6,23.91,0.0,12.98,1011.5
FAT,7,30.43,0.0,11.75,1011.08
FAT,8,28.73,0.16,10.57,1011.45
FAT,9,24.54,0.0,10.39,1012.48
FAT,10,20.24,0.0,6.91,1013.95
FAT,11,13.89,0.18,5.51,1018.16
FAT,12,11.24,0.56,5.28,1019.87
FAY,1,10.31,2.82,10.95,1017.78
FAY,2,12.91,2.38,12.75,1018.71
FAY,3,13.73,1.9,13.26,1016.78
FAY,4,18.03,3.63,13.16,1016.3
FAY,5,20.19,1.18,14.07,1015.42
FAY,6,23.99,3.89,11.19,1010.51
FAY,7,27.39,3.55,9.03,1013.93
FAY,8,27.23,3.37,11.11,1013.39
FAY,9,23.22,2.04,10.33,1015.87
FAY,10,17.81,0.75,9.45,1015.54
FAY,11,11.82,2.14,9.44,1020.19
FAY,12,9.74,3.56,9.68,1020.23
FCA,1,-3.68,0.72,4.66,1020.22
FCA,2,-4.5,0.51,10.35,1017.25
FCA,3,-1.36,0.19,9.85,1014.86
FCA,4,5.54,0.38,10.32,1015.34
FCA,5,14.94,1.9,9.26,1014.13
FCA,6,16.77,0.55,9.05,1013.13
FCA,7,21.0,0.14,9.32,1014.14
FCA,8,19.93,2.42,8.66,1014.75
FCA,9,13.31,0.84,7.36,1015.62
FCA,10,5.77,0.57,6.82,1019.73
FCA,11,-0.16,2.1,4.85,1021.84
FCA,12,-1.51,0.66,3.06,1021.66
FLG,1,-2.75,5.62,13.04,1017.76
FLG,2,-2.46,3.15,15.31,1017.8
FLG,3,0.68,6.47,15.53,1014.36
FLG,4,7.54,0.11,13.12,1013.65
FLG,5,11.54,1.12,11.48,1012.87
FLG,6,15.03,0.38,12.62,1012.3
FLG,7,22.41,0.62,9.73,1014.92
FLG,8,18.96,3.06,7.55,1016.8
FLG,9,14.97,0.34,9.25,1016.04
FLG,10,9.8,0.86,9.55,1015.63
FLG,11,4.24,0.9,10.6,1018.84
FLG,12,0.6,0.48,6.92,1020.9
FLL,1,21.92,0.03,13.54,1019.7
FLL,2,23.81,4.32,15.51,1020.05
FLL,3,24.34,0.97,15.53,1017.42
FLL,4,25.49,26.43,16.87,1015.17
FLL,5,25.94,7.29,13.45,1013.93
FLL,6,27.23,9.09,10.44,1012.7
FLL,7,29.35,7.47,10.0,1016.68
FLL,8,29.25,9.43,12.61,1014.07
FLL,9,27.98,13.18,10.93,1013.7
FLL,10,26.46,3.93,14.53,1012.93
FLL,11,24.07,9.51,15.15,1015.59
FLL,12,21.45,3.73,17.64,1017.95
FNT,1,0.09,1.53,10.11,1015.22
FNT,2,-0.09,3.55,14.17,1015.43
FNT,3,2.13,3.07,12.15,1016.71
FNT,4,9.77,2.8,11.38,1014.53
FNT,5,14.78,0.65,8.42,1017.97
FNT,6,19.84,2.14,7.8,1012.44
FNT,7,22.18,4.57,7.2,1013.47
FNT,8,19.73,4.44,7.58,1014.83
FNT,9,17.6,0.85,5.77,1019.08
FNT,10,11.84,2.93,9.6,1015.01
FNT,11,4.4,1.97,10.72,1018.35
FNT,12,3.97,1.55,9.75,1017.55
FOD,1,-5.76,2.2,12.4,1019.15
FOD,2,-3.71,1.91,14.47,1018.13
FOD,3,0.39,1.26,15.48,1019.32
FOD,4,9.3,1.66,19.14,1015.18
FOD,5,17.8,3.75,13.15,1017.49
FOD,6,21.84,2.88,9.32,1013.35
FOD,7,22.03,2.1,8.44,1015.61
FOD,8,22.72,2.39,10.15,1015.78
FOD,9,19.6,2.4,11.06,1017.16
FOD,10,11.42,3.56,14.11,1017.2
FOD,11,4.13,0.15,13.43,1020.61
FOD,12,0.99,1.27,11.88,1019.44
FSD,1,-7.53,1.55,13.32,1018.18
FSD,2,-6.14,1.29,14.94,1016.68
FSD,3,-2.36,0.96,18.41,1018.4
FSD,4,8.63,0.74,22.2,1013.66
FSD,5,19.02,1.05,15.74,1015.17
FSD,6,24.16,1.2,12.45,1011.45
FSD,7,23.6,1.05,11.11,1014.09
FSD,8,24.19,3.72,14.02,1013.88
FSD,9,20.76,0.44,12.89,1014.54
FSD,10,11.08,2.08,16.6,1016.13
FSD,11,4.34,0.01,14.32,1018.49
FSD,12,1.05,1.52,14.17,1017.64
FSM,1,7.45,2.11,11.46,1017.88
FSM,2,9.12,3.66,11.42,1017.95
FSM,3,12.27,6.34,13.1,1016.29
FSM,4,16.66,2.27,11.49,1015.4
FSM,5,22.1,2.56,9.17,1014.69
FSM,6,26.5,2.39,8.27,1010.69
FSM,7,28.8,4.84,8.14,1014.08
FSM,8,29.39,2.17,8.77,1013.49
FSM,9,25.15,2.88,8.35,1015.26
FSM,10,18.2,4.8,10.55,1016.48
FSM,11,12.1,2.73,9.08,1020.38
FSM,12,8.02,1.6,10.79,1020.35
FWA,1,1.27,2.26,14.94,1016.63
FWA,2,1.92,3.78,18.27,1017.24
FWA,3,3.48,3.99,18.3,1017.58
FWA,4,10.57,1.66,15.98,1015.47
FWA,5,16.17,3.33,13.32,1017.45
FWA,6,20.64,1.18,12.89,1011.86
FWA,7,23.05,4.33,9.62,1013.61
FWA,8,21.15,2.04,11.04,1014.72
FWA,9,18.69,1.38,9.22,1018.59
FWA,10,12.58,2.82,14.08,1015.95
FWA,11,5.1,0.54,15.09,1020.2
FWA,12,4.3,1.39,14.14,1018.93
GCC,1,-3.21,0.68,16.01,1016.86
GCC,2,-3.2,1.07,21.79,1014.82
GCC,3,-2.07,0.58,18.94,1014.35
GCC,4,5.56,0.46,19.24,1013.86
GCC,5,14.55,2.7,15.12,1013.46
GCC,6,16.77,3.29,12.15,1012.07
GCC,7,21.89,1.17,12.86,1014.24
GCC,8,21.76,1.51,13.31,1014.45
GCC,9,17.54,1.3,14.0,1013.58
GCC,10,7.25,1.4,15.58,1017.69
GCC,11,3.54,0.22,15.5,1017.73
GCC,12,0.89,0.16,15.99,1018.53
GCK,1,-1.48,0.41,17.84,1017.3
GCK,2,0.67,0.27,19.87,1016.64
GCK,3,4.74,0.07,22.17,1014.67
GCK,4,11.72,1.87,22.35,1013.14
GCK,5,17.94,3.42,19.5,1013.24
GCK,6,20.98,4.91,15.31,1010.81
GCK,7,24.76,4.17,14.82,1013.15
GCK,8,24.33,2.54,15.09,1014.15
GCK,9,21.41,2.25,16.46,1013.31
GCK,10,12.59,0.41,18.69,1015.79
GCK,11,6.2,0.3,17.1,1018.59
GCK,12,2.04,1.0,17.95,1019.29
GEG,1,-0.39,1.24,9.82,1018.98
GEG,2,-0.53,0.63,14.92,1016.32
GEG,3,2.82,0.91,13.69,1013.11
GEG,4,7.69,0.85,14.0,1015.63
GEG,5,17.43,1.11,11.38,1013.29
GEG,6,19.32,0.73,12.45,1012.79
GEG,7,24.11,0.1,12.58,1013.75
GEG,8,22.61,0.8,12.25,1014.2
GEG,9,16.46,0.37,11.7,1014.64
GEG,10,10.33,0.37,9.7,1018.06
GEG,11,2.26,1.6,10.51,1021.07
GEG,12,1.29,2.74,11.09,1020.29
GFK,1,-12.25,0.17,15.83,1017.94
GFK,2,-12.11,0.31,19.58,1016.33
GFK,3,-10.23,1.26,20.81,1021.09
GFK,4,0.75,1.89,19.3,1015.11
GFK,5,17.27,1.19,17.74,1015.44
GFK,6,22.45,1.92,13.8,1011.56
GFK,7,20.15,1.35,12.12,1012.95
GFK,8,19.98,1.43,13.51,1013.56
GFK,9,17.7,1.98,14.45,1014.56
GFK,10,7.52,2.33,17.17,1016.06
GFK,11,-0.52,0.32,17.12,1016.64
GFK,12,-3.02,1.12,18.46,1016.99
GGG,1,11.32,5.56,13.06,1018.06
GGG,2,12.56,1.78,14.29,1018.42
GGG,3,16.37,2.55,13.95,1015.88
GGG,4,17.56,6.2,12.37,1014.94
GGG,5,23.05,1.85,8.08,1014.05
GGG,6,27.26,3.42,9.34,1010.16
GGG,7,29.39,1.3,9.54,1014.32
GGG,8,31.76,1.18,10.21,1012.68
GGG,9,26.68,1.27,8.01,1014.15
GGG,10,19.77,3.63,10.67,1016.08
GGG,11,13.62,1.79,9.09,1020.01
GGG,12,10.7,0.93,10.11,1020.62
GJT,1,0.18,0.65,8.08,1018.01
GJT,2,-0.78,0.57,11.45,1019.1
GJT,3,3.38,1.39,12.76,1013.68
GJT,4,9.92,0.66,13.76,1013.05
GJT,5,18.7,0.15,13.3,1009.87
GJT,6,22.21,0.23,15.44,1008.31
GJT,7,28.92,0.0,12.7,1010.78
GJT,8,26.07,1.05,12.81,1012.74
GJT,9,20.88,0.06,12.74,1012.91
GJT,10,12.83,0.45,11.02,1015.19
GJT,11,4.77,0.6,8.63,1020.72
GJT,12,0.67,0.47,7.39,1023.5
GNV,1,14.51,1.35,8.37,1021.25
GNV,2,18.09,2.23,10.75,1021.26
GNV,3,19.09,3.84,10.66,1018.95
GNV,4,21.72,3.9,11.14,1016.76
GNV,5,23.27,3.37,9.63,1015.74
GNV,6,25.81,9.98,11.02,1012.93
GNV,7,27.65,3.74,7.72,1016.95
GNV,8,28.1,5.04,7.83,1014.95
GNV,9,25.46,3.22,7.46,1015.87
GNV,10,21.42,3.05,9.22,1015.98
GNV,11,17.36,2.02,9.25,1019.41
GNV,12,15.06,4.84,9.9,1021.0
GPT,1,14.49,2.07,10.56,1019.5
GPT,2,16.6,1.78,12.56,1019.64
GPT,3,18.72,2.02,12.16,1017.55
GPT,4,20.8,4.25,12.91,1015.29
GPT,5,24.69,2.92,9.29,1014.75
GPT,6,28.27,3.47,9.24,1011.24
GPT,7,29.71,2.81,7.52,1015.83
GPT,8,31.23,0.51,9.94,1013.58
GPT,9,27.38,1.88,8.8,1014.53
GPT,10,21.26,0.68,11.38,1016.0
GPT,11,15.85,3.08,10.29,1019.43
GPT,12,13.24,6.43,10.74,1020.65
GRB,1,-2.98,1.1,13.05,1016.13
GRB,2,-3.28,2.15,16.55,1015.45
GRB,3,-1.03,3.28,15.93,1018.0
GRB,4,7.74,2.38,16.4,1013.2
GRB,5,14.41,1.09,13.4,1018.08
GRB,6,19.89,3.03,11.22,1012.8
GRB,7,21.81,2.49,9.19,1012.67
GRB,8,20.36,2.63,11.27,1014.44
GRB,9,17.92,0.44,10.59,1017.85
GRB,10,10.84,2.99,13.15,1014.97
GRB,11,3.13,0.42,13.42,1017.92
GRB,12,1.68,1.07,12.65,1017.86
GRI,1,-2.61,1.23,16.32,1018.66
GRI,2,-1.07,0.8,18.92,1017.49
GRI,3,1.95,0.9,20.28,1017.77
GRI,4,11.14,0.13,24.25,1014.4
GRI,5,18.68,1.47,16.02,1015.31
GRI,6,23.18,1.64,13.22,1012.16
GRI,7,24.3,2.75,12.95,1014.81
GRI,8,24.53,1.18,14.37,1014.97
GRI,9,21.19,1.32,14.7,1015.09
GRI,10,11.96,0.64,18.1,1017.06
GRI,11,5.88,0.67,16.58,1019.8
GRI,12,1.17,1.06,15.33,1019.44
GRK,1,12.05,1.72,14.67,1017.89
GRK,2,12.15,3.03,16.46,1018.48
GRK,3,16.63,2.55,17.41,1015.2
GRK,4,18.18,6.24,16.42,1014.19
GRK,5,22.89,6.6,10.92,1013.53
GRK,6,28.81,2.9,14.18,1009.42
GRK,7,31.55,0.08,14.28,1013.86
GRK,8,32.65,0.06,14.4,1012.75
GRK,9,28.71,3.38,12.43,1013.39
GRK,10,20.85,7.56,15.2,1015.7
GRK,11,14.04,1.43,12.38,1019.59
GRK,12,12.93,2.9,12.06,1020.27
GRR,1,-0.1,2.09,14.68,1015.94
GRR,2,-0.66,3.72,19.76,1016.06
GRR,3,1.95,4.44,16.79,1017.26
GRR,4,9.49,2.65,16.45,1014.63
GRR,5,15.1,0.69,12.48,1017.89
GRR,6,20.45,1.43,11.62,1012.11
GRR,7,22.24,4.73,10.93,1013.1
GRR,8,20.63,2.4,12.74,1014.47
GRR,9,17.92,1.06,10.24,1018.64
GRR,10,11.47,4.52,13.46,1015.25
GRR,11,4.11,1.42,15.3,1018.94
GRR,12,3.45,1.56,14.01,1018.05
GSO,1,7.37,3.52,10.61,1017.54
GSO,2,10.4,2.85,13.54,1018.45
GSO,3,10.85,2.31,12.58,1016.82
GSO,4,15.67,6.21,12.4,1016.38
GSO,5,17.91,2.6,13.83,1016.22
GSO,6,21.45,2.67,11.09,1011.03
GSO,7,26.01,2.52,9.53,1014.18
GSO,8,24.7,2.84,9.91,1013.98
GSO,9,21.23,4.56,8.42,1016.93
GSO,10,16.0,1.03,8.53,1016.0
GSO,11,9.69,1.38,8.25,1020.75
GSO,12,7.46,5.82,9.38,1020.38
GSP,1,9.83,5.81,9.85,1018.48
GSP,2,13.03,2.96,11.04,1019.19
GSP,3,13.79,4.1,11.02,1017.43
GSP,4,17.09,6.91,12.17,1016.91
GSP,5,20.12,3.23,13.03,1016.59
GSP,6,22.85,4.91,10.71,1011.6
GSP,7,26.69,2.23,8.51,1015.21
GSP,8,26.15,2.85,9.61,1014.66
GSP,9,22.94,0.75,8.82,1017.28
GSP,10,17.59,0.89,8.87,1016.86
GSP,11,11.62,0.92,9.02,1021.06
GSP,12,8.81,4.23,9.75,1021.02
GST,1,1.95,4.34,9.91,1007.44
GST,2,-0.72,3.94,10.15,1007.71
GST,3,-0.12,3.32,11.66,1012.66
GST,4,4.28,3.35,10.0,1008.56
GST,5,8.94,4.12,8.62,1017.93
GST,6,11.25,4.16,7.33,1017.6
GST,7,14.0,1.49,5.95,1019.38
GST,8,14.2,3.83,6.49,1017.59
GST,9,10.79,8.01,10.46,1009.85
GST,10,6.4,7.49,9.81,1013.68
GST,11,3.98,5.32,12.08,1007.53
GST,12,2.85,8.34,24.27,1000.34
GTF,1,-1.23,0.86,21.85,1017.45
GTF,2,-2.22,0.52,26.52,1015.09
GTF,3,-3.63,1.01,15.45,1016.93
GTF,4,5.19,2.01,19.97,1015.19
GTF,5,14.2,2.14,12.47,1014.58
GTF,6,15.98,2.87,13.41,1013.32
GTF,7,20.99,0.51,13.94,1014.4
GTF,8,20.97,0.52,15.44,1014.68
GTF,9,15.85,2.14,13.67,1014.62
GTF,10,6.66,1.49,15.45,1019.52
GTF,11,4.12,0.18,21.33,1018.01
GTF,12,3.01,0.07,22.13,1017.74
GTR,1,10.57,6.7,12.62,1020.16
GTR,2,12.77,6.36,14.12,1020.52
GTR,3,14.25,3.18,12.81,1018.84
GTR,4,17.04,6.51,12.73,1017.16
GTR,5,21.78,2.29,9.84,1016.66
GTR,6,25.22,4.44,7.89,1012.34
GTR,7,26.9,7.14,6.51,1016.8
GTR,8,27.59,2.25,8.08,1015.29
GTR,9,23.98,5.15,7.56,1017.03
GTR,10,18.64,0.59,10.84,1018.05
GTR,11,12.4,2.93,9.44,1021.79
GTR,12,9.35,3.04,10.1,1022.37
GUC,1,-11.77,0.87,5.29,1025.5
GUC,2,-13.29,0.73,6.87,1027.76
GUC,3,-5.48,2.25,8.1,1018.92
GUC,4,1.88,1.1,10.02,1018.04
GUC,5,10.47,1.73,9.59,1015.99
GUC,6,13.18,0.86,9.31,1015.37
GUC,7,19.03,0.22,9.2,1018.67
GUC,8,17.28,0.85,8.45,1020.07
GUC,9,12.26,0.9,7.13,1020.02
GUC,10,5.88,1.14,7.24,1020.42
GUC,11,-1.64,0.41,5.39,1025.37
GUC,12,-5.84,0.64,5.35,1027.56
GUM,1,27.17,11.49,18.12,1010.63
GUM,2,27.34,5.17,22.04,1010.93
GUM,3,27.15,4.48,16.72,1011.22
GUM,4,27.89,4.25,19.52,1010.25
GUM,5,28.23,25.52,19.32,1008.9
GUM,6,28.43,7.62,16.37,1010.73
GUM,7,28.42,7.12,14.82,1010.46
GUM,8,27.74,15.95,10.16,1008.32
GUM,9,28.03,10.55,9.48,1008.46
GUM,10,28.15,14.26,14.56,1009.78
GUM,11,28.57,5.23,18.33,1010.54
GUM,12,28.02,4.5,21.71,1011.56
HDN,1,-6.47,2.72,10.22,1020.96
HDN,2,-7.39,0.9,12.95,1021.81
HDN,3,-4.21,2.05,11.28,1017.58
HDN,4,1.09,1.06,11.0,1017.27
HDN,5,12.55,0.28,13.65,1014.21
HDN,6,14.83,1.3,11.87,1013.24
HDN,7,20.86,0.28,12.79,1016.35
HDN,8,19.63,0.77,12.62,1017.46
HDN,9,14.85,0.45,12.71,1017.08
HDN,10,7.53,0.97,12.37,1019.06
