airport_id,month,tavg,prcp,wspd,pres
BRW,1,-21.02,0.11,27.51,1018.33
BRW,2,-24.29,1.34,20.2,1013.82
BRW,3,-19.61,0.15,20.0,1015.64
BRW,4,-18.66,0.28,16.76,1020.58
BRW,5,-3.5,0.36,17.69,1013.05
BRW,6,2.39,0.84,18.48,1010.45
BRW,7,8.64,0.8,16.06,1013.5
BRW,8,6.94,1.31,21.21,1010.16
BRW,9,2.92,1.0,19.71,1011.37
BRW,10,-2.8,1.28,21.95,1013.41
BRW,11,-9.28,0.79,26.34,1002.99
BRW,12,-16.27,0.05,17.77,1004.29
BTM,1,-8.83,0.37,4.93,1019.26
BTM,2,-8.12,0.13,8.99,1016.96
BTM,3,-5.28,0.69,8.38,1013.92
BTM,4,1.71,1.09,10.21,1015.72
BTM,5,11.61,2.21,8.72,1015.94
BTM,6,12.68,4.14,8.0,1015.81
BTM,7,18.51,0.55,9.18,1017.62
BTM,8,17.53,2.17,8.98,1018.41
BTM,9,12.22,2.3,7.89,1017.27
BTM,10,4.44,0.9,6.79,1019.53
BTM,11,-0.32,0.25,6.79,1020.4
BTM,12,-4.15,0.26,5.06,1021.13
BTR,1,14.7,4.99,12.61,1019.24
BTR,2,16.43,4.69,13.83,1019.56
BTR,3,19.14,2.92,13.63,1017.34
BTR,4,20.59,4.36,12.57,1015.35
BTR,5,25.21,2.26,9.11,1014.77
BTR,6,28.73,3.88,10.47,1011.43
BTR,7,30.52,3.45,10.14,1015.95
BTR,8,31.59,0.93,11.79,1013.73
BTR,9,27.71,0.89,8.07,1014.59
BTR,10,21.48,0.53,10.63,1016.34
BTR,11,15.91,2.36,9.62,1019.75
BTR,12,13.18,5.55,10.3,1020.93
BTV,1,-1.15,2.79,10.76,1015.58
BTV,2,-3.15,1.4,14.5,1016.28
BTV,3,0.92,2.22,12.25,1015.06
BTV,4,10.18,2.38,13.17,1015.66
BTV,5,14.5,1.62,12.1,1015.72
BTV,6,19.33,3.33,9.6,1010.97
BTV,7,23.24,4.83,9.05,1011.87
BTV,8,20.16,4.02,10.55,1012.51
BTV,9,18.15,2.46,6.97,1018.61
BTV,10,13.25,5.26,10.6,1013.14
BTV,11,3.09,2.14,14.01,1018.35
BTV,12,1.83,4.75,10.97,1018.86
BUF,1,0.37,3.2,15.61,1015.71
BUF,2,-0.13,2.55,20.16,1016.25
BUF,3,1.6,3.32,18.21,1016.42
BUF,4,9.17,3.87,17.36,1015.43
BUF,5,13.81,0.95,12.88,1017.46
BUF,6,19.23,2.05,13.21,1011.39
BUF,7,22.55,4.54,13.05,1012.69
BUF,8,20.39,2.56,12.5,1013.45
BUF,9,18.16,2.26,12.01,1018.91
BUF,10,12.68,3.08,14.11,1014.33
BUF,11,4.7,2.28,16.73,1018.82
BUF,12,4.1,3.18,14.45,1018.28
BUR,1,11.48,6.85,9.66,1017.23
BUR,2,11.4,7.17,9.19,1017.01
BUR,3,11.85,4.42,10.25,1016.26
BUR,4,15.92,0.16,9.43,1014.38
BUR,5,16.05,0.68,9.85,1013.5
BUR,6,17.75,0.0,8.92,1013.01
BUR,7,24.56,0.0,9.79,1011.62
BUR,8,24.32,2.93,8.83,1011.63
BUR,9,21.18,0.05,8.52,1012.81
BUR,10,20.7,0.0,7.02,1011.75
BUR,11,16.46,0.3,6.52,1015.71
BUR,12,14.08,1.89,5.78,1017.13
BWI,1,6.78,1.38,11.18,1016.23
BWI,2,7.22,1.98,11.14,1017.83
BWI,3,8.25,1.22,13.65,1016.07
BWI,4,15.94,3.49,12.04,1015.94
BWI,5,17.67,0.45,9.76,1016.69
BWI,6,22.43,3.65,10.96,1010.68
BWI,7,26.74,5.6,7.68,1012.86
BWI,8,25.19,3.06,8.98,1013.3
BWI,9,21.92,5.31,9.72,1017.07
BWI,10,16.16,0.93,8.8,1014.87
BWI,11,8.36,2.37,9.12,1020.7
BWI,12,6.77,5.87,9.42,1020.18
BZN,1,-6.96,0.87,5.65,1021.43
BZN,2,-5.67,0.6,9.53,1018.31
BZN,3,-3.74,1.17,7.15,1016.17
BZN,4,4.02,1.1,10.52,1016.03
BZN,5,13.76,2.74,8.95,1014.64
BZN,6,15.2,3.61,8.09,1013.87
BZN,7,20.4,0.35,8.7,1015.26
BZN,8,19.56,1.57,9.09,1016.18
BZN,9,14.7,1.53,8.44,1015.4
BZN,10,5.53,0.99,6.87,1020.19
BZN,11,1.36,0.22,6.91,1020.68
BZN,12,-2.25,0.53,5.78,1022.51
CAE,1,10.55,4.75,9.45,1018.78
CAE,2,13.76,3.18,10.25,1019.3
CAE,3,14.7,3.95,10.25,1017.5
CAE,4,18.22,4.27,11.13,1016.6
CAE,5,20.52,4.06,10.91,1015.81
CAE,6,24.39,5.18,10.0,1010.91
CAE,7,27.78,4.56,7.59,1014.43
CAE,8,27.57,4.68,8.75,1013.71
CAE,9,23.5,3.75,7.16,1016.3
CAE,10,17.89,1.33,6.89,1016.2
CAE,11,12.18,2.81,7.38,1020.52
CAE,12,9.58,3.85,8.36,1020.82
CAK,1,2.87,3.96,15.68,1016.25
CAK,2,3.48,1.71,17.8,1017.24
CAK,3,3.96,3.68,17.74,1017.07
CAK,4,11.28,3.4,14.79,1015.85
CAK,5,14.93,1.38,12.45,1017.23
CAK,6,18.72,2.03,13.35,1011.58
CAK,7,22.54,3.38,11.17,1013.62
CAK,8,20.25,5.58,11.37,1014.42
CAK,9,17.81,0.28,9.66,1018.72
CAK,10,12.09,2.31,12.9,1015.58
CAK,11,4.71,1.3,15.07,1020.26
CAK,12,3.99,2.13,13.64,1019.31
CDC,1,-1.68,2.1,13.04,1018.49
CDC,2,-1.49,1.49,13.33,1018.36
CDC,3,2.29,2.49,18.12,1013.51
CDC,4,8.82,0.82,13.89,1014.16
CDC,5,15.28,0.29,13.58,1011.27
CDC,6,18.3,1.05,14.42,1010.39
CDC,7,26.63,0.18,13.69,1012.46
CDC,8,22.35,1.53,12.04,1014.67
CDC,9,17.74,1.27,12.39,1014.32
CDC,10,11.41,0.13,9.44,1016.14
CDC,11,4.84,1.02,10.32,1020.09
CDC,12,1.37,0.18,7.71,1022.08
CDV,1,1.03,5.24,5.86,1001.99
CDV,2,-1.84,2.66,5.03,1004.43
CDV,3,-0.91,2.2,7.05,1010.12
CDV,4,3.04,2.69,6.64,1006.18
CDV,5,7.01,3.78,8.03,1015.3
CDV,6,10.81,7.55,6.29,1015.46
CDV,7,13.16,1.71,4.42,1019.47
CDV,8,13.22,16.46,5.71,1014.68
CDV,9,8.77,11.35,6.63,1005.08
CDV,10,4.83,10.36,4.7,1010.41
CDV,11,2.21,18.28,8.4,1001.35
CDV,12,-1.31,11.66,8.36,994.45
CEC,1,9.49,9.92,19.08,1015.68
CEC,2,6.97,6.64,14.28,1018.93
CEC,3,6.78,11.26,16.04,1015.54
CEC,4,9.64,5.36,12.54,1020.17
CEC,5,11.31,1.4,13.04,1016.11
CEC,6,12.12,0.02,11.76,1016.41
CEC,7,13.56,0.0,9.54,1017.12
CEC,8,15.34,0.02,9.46,1015.75
CEC,9,14.31,2.32,11.23,1015.83
CEC,10,12.65,3.58,10.71,1016.46
CEC,11,11.13,6.1,11.64,1018.86
CEC,12,11.01,11.48,14.29,1017.89
CHA,1,9.07,4.57,8.56,1019.0
CHA,2,11.76,3.78,10.17,1019.56
CHA,3,12.6,4.41,10.93,1018.28
CHA,4,16.42,3.82,8.63,1016.79
CHA,5,20.57,1.76,8.04,1016.29
CHA,6,23.75,4.65,7.86,1011.49
CHA,7,26.77,3.09,6.06,1015.65
CHA,8,26.34,5.54,7.07,1014.62
CHA,9,23.55,0.11,5.49,1016.92
CHA,10,17.73,0.24,7.2,1017.16
CHA,11,11.97,2.42,6.92,1021.06
CHA,12,8.07,5.07,6.71,1021.53
CHO,1,7.47,1.75,7.98,1016.42
CHO,2,9.29,2.06,9.87,1017.63
CHO,3,10.2,0.83,10.15,1016.21
CHO,4,16.85,3.29,9.34,1015.73
CHO,5,18.16,1.51,7.87,1016.53
CHO,6,22.16,3.53,7.38,1010.86
CHO,7,26.55,3.14,5.87,1013.38
CHO,8,25.18,0.94,6.63,1013.59
CHO,9,21.8,1.8,6.75,1017.17
CHO,10,16.37,0.36,5.74,1015.21
CHO,11,9.27,2.57,6.93,1020.59
CHO,12,7.28,3.33,5.78,1020.06
CHS,1,12.99,3.07,10.98,1019.41
CHS,2,15.92,3.72,13.05,1019.81
CHS,3,16.57,1.27,13.77,1017.97
CHS,4,20.04,2.32,13.55,1016.86
CHS,5,21.55,2.44,14.42,1015.51
CHS,6,25.16,3.59,12.44,1011.41
CHS,7,28.39,9.18,10.36,1015.03
CHS,8,28.21,4.08,10.6,1014.11
CHS,9,24.51,6.75,10.3,1016.11
CHS,10,19.62,2.01,10.56,1015.97
CHS,11,14.47,1.54,11.63,1020.06
CHS,12,12.41,5.64,12.22,1020.76
CID,1,-3.45,1.17,17.63,1016.68
CID,2,-1.95,2.24,19.01,1016.11
CID,3,2.11,0.66,20.45,1017.05
CID,4,9.78,1.04,22.09,1013.61
CID,5,17.69,1.88,15.93,1016.24
CID,6,22.14,1.91,12.29,1011.72
CID,7,23.03,1.63,10.4,1013.38
CID,8,23.02,1.6,11.75,1014.09
CID,9,19.78,0.91,12.28,1016.17
CID,10,12.05,2.43,17.42,1015.33
CID,11,4.03,0.46,15.95,1019.17
CID,12,1.85,1.23,15.57,1017.71
CIU,1,-4.75,1.74,13.51,1015.88
CIU,2,-5.95,1.8,16.19,1014.52
CIU,3,-2.81,0.91,14.91,1017.8
CIU,4,4.33,4.0,16.57,1013.64
CIU,5,11.91,2.56,13.68,1018.4
CIU,6,17.35,2.07,12.37,1013.36
CIU,7,18.35,2.03,10.45,1012.58
CIU,8,17.48,2.78,12.55,1014.29
CIU,9,15.67,0.94,11.94,1018.99
CIU,10,8.69,3.49,13.34,1013.9
CIU,11,1.01,1.89,14.75,1016.36
CIU,12,-0.34,1.22,13.93,1017.58
CKB,1,5.64,3.65,9.45,1016.3
CKB,2,7.64,2.9,11.57,1017.33
CKB,3,7.74,3.08,11.7,1016.54
CKB,4,13.66,1.94,8.94,1015.61
CKB,5,15.62,2.94,7.86,1016.33
CKB,6,19.13,3.14,7.54,1011.1
CKB,7,23.06,3.98,6.57,1013.91
CKB,8,21.5,6.39,6.82,1014.2
CKB,9,18.3,2.29,4.91,1017.95
CKB,10,12.99,2.75,6.46,1015.61
CKB,11,6.49,1.5,7.68,1020.42
CKB,12,5.45,2.53,7.51,1019.73
CLD,1,12.18,5.86,7.96,1018.03
CLD,2,11.79,3.06,8.54,1017.84
CLD,3,12.56,5.51,8.6,1017.24
CLD,4,14.23,0.16,7.5,1015.38
CLD,5,15.67,0.38,8.1,1014.53
CLD,6,17.6,0.09,7.64,1013.89
CLD,7,20.72,0.0,6.59,1012.63
CLD,8,21.85,1.97,6.18,1012.4
CLD,9,21.12,0.12,6.14,1013.41
CLD,10,19.53,0.04,5.91,1012.2
CLD,11,17.36,0.89,5.18,1015.86
CLD,12,14.12,1.33,5.2,1017.51
CLE,1,2.59,4.55,15.7,1017.29
CLE,2,2.81,2.58,17.94,1018.15
CLE,3,3.88,2.92,17.68,1018.22
CLE,4,11.39,2.07,15.1,1016.72
CLE,5,15.22,2.09,12.79,1018.47
CLE,6,19.8,3.38,12.74,1012.61
CLE,7,23.11,5.54,10.83,1014.39
CLE,8,21.47,5.22,12.21,1015.25
CLE,9,19.47,0.65,10.86,1019.61
CLE,10,13.71,4.03,14.66,1016.29
CLE,11,6.37,1.64,15.6,1020.87
CLE,12,5.54,2.73,13.56,1019.81
CLL,1,13.52,2.17,13.61,1018.27
CLL,2,14.41,2.45,15.64,1018.71
CLL,3,18.91,1.19,15.96,1015.59
CLL,4,19.93,8.08,15.09,1014.38
CLL,5,25.06,3.25,10.15,1013.66
CLL,6,29.63,1.29,13.18,1010.14
CLL,7,31.87,0.56,12.85,1014.6
CLL,8,33.63,0.05,13.78,1013.0
CLL,9,30.55,0.44,10.76,1013.58
CLL,10,22.91,1.8,13.74,1015.8
CLL,11,16.1,1.67,11.47,1019.64
CLL,12,12.99,1.78,11.67,1020.53
CLT,1,9.36,4.65,10.14,1018.11
CLT,2,12.4,2.84,11.63,1018.95
CLT,3,12.99,1.9,12.73,1017.39
CLT,4,17.05,5.52,11.09,1018.25
CLT,5,19.66,2.28,12.65,1017.76
CLT,6,23.14,3.07,9.99,1012.65
CLT,7,27.17,4.18,8.01,1016.04
CLT,8,26.34,5.22,8.73,1015.57
CLT,9,22.83,0.74,8.17,1018.37
CLT,10,17.64,0.8,8.77,1017.82
CLT,11,11.4,2.11,7.82,1022.36
CLT,12,8.97,5.18,9.08,1022.2
CMH,1,3.47,3.02,13.86,1016.74
CMH,2,5.12,1.62,15.75,1017.65
CMH,3,5.92,4.7,16.44,1017.49
CMH,4,12.67,2.53,13.38,1015.95
CMH,5,17.35,1.94,11.06,1016.88
CMH,6,21.07,3.97,10.74,1011.34
CMH,7,24.55,5.04,9.35,1013.68
CMH,8,22.81,3.34,10.34,1014.48
CMH,9,20.31,0.44,8.46,1018.19
CMH,10,14.55,2.22,11.44,1015.77
CMH,11,7.13,1.52,12.11,1020.51
CMH,12,5.87,1.78,11.9,1019.51
CMI,1,1.75,2.09,18.84,1016.89
CMI,2,2.78,2.31,19.9,1017.33
CMI,3,5.14,3.99,22.97,1017.4
CMI,4,11.98,1.59,19.82,1015.27
CMI,5,19.11,1.92,16.19,1016.57
CMI,6,22.59,1.62,14.15,1011.72
CMI,7,23.89,1.35,10.03,1013.85
CMI,8,22.76,3.05,11.09,1014.61
CMI,9,19.99,2.36,11.13,1017.61
CMI,10,13.45,3.29,16.03,1015.98
CMI,11,6.26,0.83,16.33,1020.21
CMI,12,4.13,2.89,17.1,1018.94
CMX,1,-4.38,0.58,15.73,1015.14
CMX,2,-5.58,0.76,18.77,1013.59
CMX,3,-2.74,0.29,16.61,1018.12
CMX,4,3.57,2.29,19.57,1012.95
CMX,5,11.78,1.39,15.5,1018.5
CMX,6,16.75,1.59,12.12,1013.98
CMX,7,18.4,2.45,11.67,1012.33
CMX,8,17.74,2.68,11.82,1014.42
CMX,9,16.33,2.67,11.46,1017.77
CMX,10,8.29,2.91,13.47,1014.54
CMX,11,1.77,1.12,18.48,1015.19
CMX,12,0.97,1.37,14.85,1016.57
CNY,1,-0.53,1.0,8.42,1018.54
CNY,2,-0.65,0.63,9.81,1019.32
CNY,3,3.92,1.52,12.0,1013.69
CNY,4,10.95,0.14,12.84,1012.84
CNY,5,19.56,0.01,11.77,1009.44
CNY,6,22.72,0.28,12.86,1008.02
CNY,7,29.83,0.01,10.95,1010.25
CNY,8,26.58,0.48,10.56,1012.47
CNY,9,21.27,0.23,9.94,1012.66
CNY,10,13.07,0.31,8.49,1015.01
CNY,11,4.6,0.82,6.4,1020.78
CNY,12,-0.08,0.42,5.0,1024.05
COD,1,-3.7,0.25,10.29,1017.94
COD,2,-3.08,0.97,15.6,1015.7
COD,3,-2.39,1.05,11.78,1014.51
COD,4,5.69,0.74,15.35,1014.28
COD,5,14.24,1.66,11.85,1014.39
COD,6,15.01,5.61,9.62,1013.73
COD,7,20.77,1.14,10.81,1015.63
COD,8,20.79,1.81,11.03,1015.96
COD,9,16.25,1.66,10.69,1014.98
COD,10,6.89,2.71,9.92,1018.76
COD,11,3.6,0.75,12.08,1018.71
COD,12,0.5,0.25,10.63,1019.85
COS,1,-0.18,0.33,13.81,1016.16
COS,2,1.24,0.44,16.48,1015.19
COS,3,3.31,0.07,17.36,1012.82
COS,4,8.27,1.23,16.93,1013.12
COS,5,14.64,4.28,15.89,1013.57
COS,6,17.58,8.14,14.98,1012.06
COS,7,22.41,2.34,12.79,1015.43
COS,8,21.91,1.92,13.72,1016.13
COS,9,18.92,1.52,12.79,1014.44
COS,10,11.05,0.46,13.54,1016.32
COS,11,5.89,0.08,13.25,1019.23
COS,12,2.84,0.47,13.03,1019.61
COU,1,3.26,1.09,16.01,1016.93
COU,2,5.36,2.57,16.76,1016.99
COU,3,6.83,2.31,18.58,1016.9
COU,4,14.45,0.49,17.5,1014.78
COU,5,20.09,3.23,12.6,1015.68
COU,6,24.49,2.45,10.97,1011.36
COU,7,26.4,2.86,11.3,1013.74
COU,8,24.84,7.84,11.2,1014.34
COU,9,21.47,0.45,10.56,1016.55
COU,10,14.6,2.61,14.91,1016.27
COU,11,8.0,0.75,13.38,1020.12
COU,12,5.46,2.37,15.75,1018.59
CPR,1,-5.47,1.64,24.36,1018.02
CPR,2,-5.46,0.62,30.81,1016.79
CPR,3,-2.81,0.54,21.27,1014.11
CPR,4,3.96,1.26,21.53,1014.14
CPR,5,13.18,1.66,15.32,1013.06
CPR,6,15.14,2.79,12.89,1011.82
CPR,7,20.96,1.05,13.6,1014.16
CPR,8,19.93,0.84,14.07,1015.11
CPR,9,15.99,0.5,15.18,1013.87
CPR,10,6.95,1.54,14.59,1017.15
CPR,11,2.75,0.34,22.98,1018.58
CPR,12,-0.05,0.05,22.0,1019.65
CRP,1,16.99,0.53,15.0,1017.94
CRP,2,17.25,0.32,17.75,1018.56
CRP,3,21.15,1.01,19.84,1015.04
CRP,4,21.79,5.41,15.47,1013.8
CRP,5,25.39,4.02,11.43,1013.3
CRP,6,29.24,0.66,14.58,1010.42
CRP,7,30.37,1.35,15.26,1014.97
CRP,8,30.92,1.66,14.35,1013.53
CRP,9,29.11,1.16,11.01,1013.64
CRP,10,23.27,2.49,12.56,1015.35
CRP,11,17.78,2.16,11.48,1019.24
CRP,12,16.36,0.88,10.81,1020.17
CRW,1,5.28,3.08,8.36,1017.25
CRW,2,7.42,4.0,9.78,1018.33
CRW,3,7.93,2.37,9.98,1017.52
CRW,4,13.98,1.64,8.05,1016.17
CRW,5,16.47,2.92,6.02,1016.56
CRW,6,20.04,1.73,6.86,1011.4
CRW,7,23.75,3.5,5.99,1014.41
CRW,8,22.74,3.33,5.56,1014.51
CRW,9,19.54,3.04,3.74,1017.78
CRW,10,14.13,1.65,5.84,1016.19
CRW,11,7.52,1.85,6.22,1020.95
CRW,12,5.99,1.76,6.36,1020.4
CSG,1,11.47,4.66,9.09,1019.59
CSG,2,14.97,2.24,10.15,1019.68
CSG,3,15.85,2.7,9.78,1017.9
CSG,4,18.77,3.2,10.35,1016.27
CSG,5,21.72,3.4,10.22,1015.67
CSG,6,25.1,4.23,8.18,1011.4
CSG,7,27.92,4.23,7.3,1015.43
CSG,8,28.22,3.08,7.33,1014.03
CSG,9,24.8,1.06,7.8,1015.9
CSG,10,18.96,1.9,9.04,1016.59
CSG,11,13.36,2.86,8.37,1020.37
CSG,12,10.62,2.8,8.99,1021.13
CVG,1,3.94,3.23,14.66,1016.57
CVG,2,5.99,2.49,17.08,1017.58
CVG,3,6.34,4.86,17.68,1017.38
CVG,4,12.61,3.2,14.71,1015.81
CVG,5,17.57,1.78,13.07,1016.32
CVG,6,21.4,2.48,13.13,1011.02
CVG,7,24.22,6.56,11.02,1013.71
CVG,8,23.43,1.51,11.6,1014.15
CVG,9,20.82,0.8,10.42,1017.43
CVG,10,14.24,3.05,12.57,1015.87
CVG,11,7.76,1.18,13.32,1020.28
CVG,12,5.29,1.62,12.66,1019.58
CWA,1,-5.43,1.36,11.83,1014.54
CWA,2,-5.33,1.91,14.21,1014.01
CWA,3,-1.98,2.46,14.34,1016.73
CWA,4,5.79,5.06,16.89,1012.7
CWA,5,13.69,2.03,11.24,1018.45
CWA,6,19.01,1.65,9.37,1014.08
CWA,7,20.05,4.01,9.72,1014.31
CWA,8,19.48,1.74,10.03,1015.7
CWA,9,16.5,3.18,10.77,1018.32
CWA,10,8.89,3.38,13.62,1014.69
CWA,11,1.38,0.58,14.4,1016.34
CWA,12,-0.03,0.71,12.63,1016.18
CYS,1,-3.22,1.49,16.13,1016.41
CYS,2,-1.77,0.34,23.64,1014.94
CYS,3,-0.51,0.38,20.81,1013.38
CYS,4,5.58,1.31,18.78,1013.05
CYS,5,12.91,2.26,15.87,1013.05
CYS,6,15.89,3.01,15.26,1011.37
CYS,7,20.26,3.29,14.5,1014.9
CYS,8,20.04,2.85,14.79,1015.43
CYS,9,17.08,0.36,15.2,1013.87
CYS,10,8.7,0.78,15.17,1015.94
CYS,11,4.01,0.61,18.07,1018.2
CYS,12,1.3,0.25,21.26,1018.64
DAB,1,16.63,0.83,9.28,1020.41
DAB,2,19.69,0.84,11.44,1020.46
DAB,3,20.55,1.32,12.08,1018.18
DAB,4,23.0,4.33,13.07,1016.05
DAB,5,24.15,3.39,11.47,1015.05
DAB,6,26.37,5.22,12.42,1012.47
DAB,7,27.66,7.66,8.44,1016.59
DAB,8,28.75,4.67,9.3,1014.56
DAB,9,26.43,7.77,9.71,1015.04
DAB,10,23.21,3.32,13.56,1014.78
DAB,11,19.52,7.76,12.84,1017.97
DAB,12,17.25,3.82,12.6,1019.75
DAL,1,11.45,1.16,13.85,1017.8
DAL,2,11.29,2.24,14.76,1018.21
DAL,3,15.93,2.71,14.94,1015.37
DAL,4,18.46,1.93,14.72,1014.53
DAL,5,24.05,1.46,11.38,1013.59
DAL,6,28.46,3.72,12.41,1009.52
DAL,7,31.69,0.25,13.25,1013.59
DAL,8,33.96,0.0,12.45,1012.4
DAL,9,28.93,2.38,11.67,1013.48
DAL,10,20.55,9.25,13.13,1015.99
DAL,11,14.26,0.78,11.15,1019.68
DAL,12,11.5,3.06,12.3,1020.26
DAY,1,3.28,2.98,16.95,1016.91
DAY,2,4.81,1.75,18.98,1017.81
DAY,3,5.46,5.51,19.38,1017.77
DAY,4,12.18,2.59,16.56,1016.18
DAY,5,17.15,1.55,13.32,1017.19
DAY,6,20.96,2.57,12.97,1011.85
DAY,7,24.43,3.15,12.09,1014.12
DAY,8,22.85,3.66,12.64,1014.92
DAY,9,20.11,0.46,10.28,1018.27
DAY,10,14.15,2.03,14.78,1015.98
DAY,11,6.98,1.32,15.72,1020.47
DAY,12,5.32,1.66,15.42,1019.53
DBQ,1,-3.41,1.95,16.21,1016.53
DBQ,2,-2.76,2.7,19.08,1016.11
DBQ,3,1.51,1.4,19.02,1017.32
DBQ,4,9.06,1.76,19.72,1013.89
DBQ,5,16.82,1.79,14.45,1017.18
DBQ,6,21.55,1.87,11.23,1012.47
DBQ,7,22.28,3.51,10.41,1013.8
DBQ,8,22.0,3.29,11.58,1014.65
DBQ,9,18.69,2.01,13.2,1017.04
DBQ,10,11.32,4.48,16.21,1015.56
DBQ,11,3.44,0.45,15.73,1019.28
DBQ,12,1.47,1.7,15.65,1017.95
DCA,1,7.22,1.35,13.17,1016.89
DCA,2,7.99,1.89,14.91,1018.41
DCA,3,9.12,1.31,16.34,1016.71
DCA,4,16.61,3.02,14.79,1016.36
DCA,5,18.2,1.1,12.48,1017.1
DCA,6,23.19,1.78,13.67,1011.11
DCA,7,27.18,5.3,11.47,1013.38
DCA,8,25.7,3.04,12.57,1013.77
DCA,9,22.58,3.05,12.9,1017.44
DCA,10,16.98,0.54,11.27,1015.45
DCA,11,9.5,2.13,11.92,1021.25
DCA,12,7.56,5.27,10.65,1020.68
DDC,1,0.27,0.47,19.57,1016.82
DDC,2,2.13,0.28,21.02,1016.42
DDC,3,5.58,0.19,23.06,1014.85
DDC,4,12.88,1.51,23.98,1013.15
DDC,5,18.84,1.83,20.29,1013.44
DDC,6,22.04,5.33,15.86,1010.84
DDC,7,25.7,4.82,15.36,1013.22
DDC,8,26.08,0.97,15.52,1014.08
DDC,9,22.77,2.32,17.48,1013.46
DDC,10,14.39,0.12,20.15,1015.79
DDC,11,7.77,0.41,18.2,1018.55
DDC,12,3.57,1.87,17.87,1019.03
DEC,1,2.05,2.23,17.17,1017.03
DEC,2,3.39,2.68,18.06,1017.38
DEC,3,5.57,4.04,20.15,1017.4
DEC,4,12.48,1.15,17.42,1015.2
DEC,5,18.9,1.64,13.33,1016.44
DEC,6,22.74,1.52,12.74,1011.62
DEC,7,24.71,2.8,10.73,1013.72
DEC,8,23.42,3.24,11.42,1014.49
DEC,9,20.24,0.82,10.17,1017.4
DEC,10,13.82,2.46,14.88,1016.1
DEC,11,6.92,0.99,14.68,1020.31
DEC,12,4.61,2.78,15.41,1018.95
DEN,1,-3.56,1.03,13.34,1016.38
DEN,2,-0.86,0.23,17.49,1014.5
DEN,3,2.06,0.4,16.84,1011.9
DEN,4,8.6,0.68,17.15,1011.73
DEN,5,14.72,4.54,15.19,1012.37
DEN,6,17.64,5.17,14.45,1010.63
DEN,7,22.83,1.72,15.07,1013.63
DEN,8,22.94,0.76,15.8,1014.18
DEN,9,19.68,0.57,14.73,1012.7
DEN,10,11.23,0.43,14.65,1014.78
DEN,11,6.1,0.16,14.89,1017.11
DEN,12,2.9,0.1,15.59,1017.53
DFW,1,11.29,1.13,17.87,1017.39
DFW,2,10.92,3.6,18.58,1017.83
DFW,3,15.73,2.26,19.7,1015.03
DFW,4,18.51,2.64,18.43,1014.21
DFW,5,23.89,1.93,13.3,1013.13
DFW,6,28.63,0.66,15.04,1009.0
DFW,7,31.77,0.38,16.93,1013.01
DFW,8,33.94,0.0,15.98,1011.85
DFW,9,28.92,0.71,14.07,1012.96
DFW,10,20.6,8.02,17.04,1015.42
DFW,11,14.26,0.66,14.37,1019.07
DFW,12,11.42,2.91,15.22,1019.68
DHN,1,13.36,6.63,11.64,1020.68
DHN,2,16.31,1.7,13.83,1020.78
DHN,3,17.03,2.91,13.05,1018.86
DHN,4,19.72,4.98,11.94,1016.82
DHN,5,22.85,2.95,9.86,1016.22
DHN,6,26.16,4.98,10.88,1012.45
DHN,7,27.92,3.68,8.44,1016.7
DHN,8,28.63,2.14,9.06,1014.95
DHN,9,25.07,2.38,8.36,1016.37
DHN,10,19.86,1.66,11.33,1017.11
DHN,11,14.22,4.39,11.04,1020.73
DHN,12,11.51,4.28,12.27,1021.8
DIK,1,-7.04,0.13,16.17,1016.8
DIK,2,-5.95,0.4,20.76,1014.62
DIK,3,-7.95,0.44,19.64,1018.61
DIK,4,3.22,0.23,21.54,1014.6
DIK,5,14.98,2.46,15.75,1014.55
DIK,6,19.23,3.39,13.85,1011.99
DIK,7,19.71,0.88,14.85,1014.15
DIK,8,19.92,2.23,15.93,1014.34
DIK,9,15.98,1.93,15.37,1014.47
DIK,10,5.91,1.18,19.12,1017.63
DIK,11,0.72,0.0,17.96,1017.07
DIK,12,-1.48,0.12,18.17,1017.37
DLG,1,-5.55,2.76,16.22,999.16
DLG,2,-8.8,2.92,13.32,1006.58
DLG,3,-4.98,0.94,12.19,1015.5
DLG,4,-3.07,1.51,12.86,1010.97
DLG,5,5.33,4.51,16.56,1008.75
DLG,6,10.1,4.18,13.83,1009.53
DLG,7,12.78,5.08,11.52,1015.85
DLG,8,12.65,3.18,12.27,1011.03
DLG,9,7.95,2.08,10.34,1006.55
DLG,10,2.49,2.27,12.87,1012.21
DLG,11,-2.36,2.58,11.5,1001.51
DLG,12,-9.98,2.33,14.15,995.98
DLH,1,-7.58,1.28,15.9,1016.48
DLH,2,-8.49,1.62,16.86,1015.15
DLH,3,-4.27,2.04,18.41,1019.14
DLH,4,2.22,2.41,20.55,1013.73
DLH,5,12.1,0.66,17.07,1018.36
DLH,6,17.28,3.49,13.27,1014.15
DLH,7,18.72,1.13,11.25,1013.26
DLH,8,18.58,1.38,13.21,1014.91
DLH,9,16.21,8.78,14.07,1017.02
DLH,10,7.76,1.24,14.72,1015.62
DLH,11,-0.06,1.12,16.95,1016.69
DLH,12,-0.9,2.6,14.96,1017.13
DRO,1,-5.15,2.01,8.84,1021.68
DRO,2,-4.62,1.26,9.19,1021.94
DRO,3,0.63,3.19,10.18,1016.67
DRO,4,7.5,0.16,13.08,1014.74
DRO,5,13.29,0.98,9.5,1013.95
DRO,6,16.52,0.41,10.36,1012.93
